SEASON,EPISODE,SPEAKER,TEXT
9,4,DENNIS,"No, he's not still in the coil."
9,4,DENNIS,"Come on, guys, he's definitely still behind this."
9,4,MAC,He's probably down in Orlando enjoying that time-share. He's long gone.
9,4,CHARLIE,"Right. Wherever he is, he's having a real good time."
9,4,FRANK,"Hey! Hey, easy, easy, easy."
9,4,FRANK,I gotta get out of here!
9,4,FRANK,Get me out of here!
1,6,,
1,6,,22..
1,6,,
1,6,SWEET DEE,Charlie.
1,6,,
1,6,MAC,That kid needs to start paying attention.
1,6,,
1,6,SWEET DEE,Who is it?
1,6,,
1,6,MAC,"I don’t know, I’ve never seen him before in my life. He must’ve slept here all night."
1,6,,Sweet Dee walks towards the back.
1,6,,
1,6,SWEET DEE,Just get him out. He stinks.
1,6,,
1,6,SWEET DEE,"Let’s go, dude. Time to wake up."
1,6,,No response. Mac leans in.
1,6,,
1,6,MAC,I think he shit his pants.
1,6,,Mac grabs the pool cue. He keeps his distance and pokes the Old Man.
1,6,,
1,6,MAC,"This isn’t the American Legion, bro. Wake up!"
1,6,,
1,6,SWEET DEE,What’s the problem?
1,6,,
1,6,MAC,He won’t wake up.
1,6,,
1,6,SWEET DEE,Poke him harder. In his ribs.
1,6,,He does.
1,6,,
1,6,MAC,"Get up, Old Man! GET - UP!"
1,6,,"The Old Man is knocked over into the seat. Mac and Sweet Dee look to one another, then back to the Old Man. Beat."
1,6,,33..
1,6,,
1,6,MAC,Holy shit.
1,6,MAC,That bitch is dead.
1,6,,CUT TO:
1,6,,44..
1,6,,MAIN TITLES
1,6,,Title: “It’s Always Sunny in Philadelphia” Title: “Episode Seven” Title: “The Gang Finds a Dead Guy”
1,6,,55..
1,6,,ACT I
1,6,,FADE IN:
1,6,,INT. PADDY’S - LATER - D/1
1,6,,"The BODY is covered in a sheet and is being wheeled out by two EMTs. Mac, Dennis, Charlie and Sweet Dee are huddled up, watching from afar."
1,6,,
1,6,DENNIS,"Well, this should do wonders for business."
1,6,,
1,6,SWEET DEE,How could you let this happen?
1,6,,
1,6,CHARLIE,It wasn’t my fault! He ordered one drink and sat down. I never saw him again. I thought he left.
1,6,,One of the EMTs approaches Dennis with some paperwork.
1,6,,
1,6,EMT,"Okay, we’ve already notified the family. So if you’ll sign here and here, and you’re all set."
1,6,,
1,6,DENNIS,Who comes for the booth?
1,6,,
1,6,EMT,What do you mean?
1,6,,
1,6,DENNIS,Who comes to take care of the area where he died? There’s like piss and shit everywhere.
1,6,,
1,6,CHARLIE,Plus all the death germs.
1,6,,
1,6,SWEET DEE,And that guy was so old. Old people are scary.
1,6,,She shutters. The EMT laughs.
1,6,,
1,6,EMT,You kids are sweet.
1,6,,66..
1,6,,He returns to the body.
1,6,,
1,6,SWEET DEE,Wait. So you’re just gonna leave it like that?
1,6,,
1,6,EMT,"We’re not a cleaning service. If it was up to me, I’d burn it."
1,6,,They wheel the body out. Beat. Then:
1,6,,
1,6,CHARLIE,I’ll get the gasoline.
1,6,,
1,6,MAC,"We’re not gonna burn it, Charlie."
1,6,,
1,6,SWEET DEE,Maybe we should close. To fumigate or something.
1,6,,
1,6,MAC,"No, Dee. We can’t let anybody know that this happened. We’ll never live it down."
1,6,,
1,6,DENNIS,"I agree with Sweet Dee on this one, Mac. I don’t think the Board of Health would be too keen on us serving people today."
1,6,,
1,6,MAC,Do you see any representatives from the Board of Health here today? Let’s just clean up the mess and pretend like this never happened.
1,6,,
1,6,SWEET DEE,I’m not going anywhere near that booth.
1,6,,
1,6,DENNIS,Me neither.
1,6,,They all look to Charlie.
1,6,,INT. PADDY’S - LATER - D/1
1,6,,"Charlie, wearing a trash bag, is walking from the back office carrying a bucket with cleaning supplies, a toilet brush and a garden hose."
1,6,,77..
1,6,,
1,6,CHARLIE,I can’t believe you guys are making me do this.
1,6,,
1,6,DENNIS,"I can’t believe you left a dead guy in the bar overnight, so I guess we’re even."
1,6,,Charlie puts on some protective gloves and a surgical mask.
1,6,,
1,6,MAC,"Charlie, the EMT said he had a heart attack, not Ebola."
1,6,,
1,6,CHARLIE,Do you wanna do this? Don’t question my methods.
1,6,,"He fires the hose, spraying down the booth."
1,6,,
1,6,DENNIS,"No! Charlie, stop! We need to isolate the area. You’re gonna contaminate the whole bar with whatever parts of him decomposed over night."
1,6,,
1,6,CHARLIE,"What are you, a scientist?"
1,6,,
1,6,DENNIS,A scientist? Let me do it.
1,6,,"Dennis grabs the hose. The front door opens. REBECCA KEAN, the most beautiful young woman on the planet walks in."
1,6,,
1,6,SWEET DEE,"Sorry, we’re closed."
1,6,,
1,6,MAC,"No, we’re not."
1,6,,
1,6,REBECCA,I’m actually looking for the owner.
1,6,,Mac and Dennis both make their way quickly to her.
1,6,,
1,6,DENNIS,I’m the owner.
1,6,,
1,6,MAC,"That would be me, actually."
1,6,,88..
1,6,,
1,6,DENNIS,What can I help you with?
1,6,,
1,6,REBECCA,My name is Rebecca Kean. I was notified that my grandfather died here last night.
1,6,,Beat. They all look to each other taking that in.
1,6,,
1,6,DENNIS,Oh.
1,6,,
1,6,SWEET DEE,Oh my god. I am so sorry.
1,6,,
1,6,MAC,"Yeah, yeah. That’s really horrible."
1,6,,
1,6,CHARLIE,I’m sorry for your loss.
1,6,,They all look to Charlie. He’s wearing a fucking trash bag for Christ sakes.
1,6,,
1,6,REBECCA,I...uh...just wanted to see where he spent his last night.
1,6,,They all look at the booth and cringe. Charlie points with the hose.
1,6,,
1,6,CHARLIE,Somewhere in that vicinity.
1,6,,
1,6,REBECCA,Oh God.
1,6,,
1,6,SWEET DEE,Are you alright?
1,6,,
1,6,REBECCA,"Yeah, yeah. I’m okay. I wasn’t really all that close to him, actually. He and my mother had a falling out years ago. I haven’t seen him since I was three years old but he doesn’t have any other family, so the police called me."
1,6,,
1,6,SWEET DEE,That’s really sad.
1,6,,99..
1,6,,
1,6,REBECCA,"Yeah. I guess I was a little curious, you know? I mean he’s my grandfather and I know nothing about him."
1,6,,
1,6,MAC,Well... he was a great man.
1,6,,They all look to Mac.
1,6,,
1,6,REBECCA,Really?
1,6,,
1,6,MAC,Yeah. Just a very warm person.
1,6,,
1,6,REBECCA,So you knew him?
1,6,,
1,6,MAC,"Well, I wouldn’t say I knew him all that well, but-"
1,6,,Dennis chimes in.
1,6,,
1,6,DENNIS,"I did. Yeah, we actually got pretty close towards the end there."
1,6,,
1,6,REBECCA,Wow. Really?
1,6,,
1,6,MAC,"I mean, I knew him too. I just thought you meant like, you know..."
1,6,,
1,6,DENNIS,"Yeah, not as well as I did though."
1,6,,
1,6,REBECCA,Oh.
1,6,,Mac shoots daggers at Dennis. Then:
1,6,,
1,6,REBECCA,"Well, listen... I should go. I have to get back to work. I just wanted to stop in."
1,6,,
1,6,DENNIS,"Oh, okay. Well, if you ever wanna know anything else about your grandfather you should stop on by. I could tell you stories you wouldn’t believe."
1,6,,1100..
1,6,,
1,6,MAC,"Yeah, yeah, definitely. Come on by any time."
1,6,,
1,6,REBECCA,"Okay, thanks."
1,6,,
1,6,MAC,Nice to meet you.
1,6,,She leaves.
1,6,,
1,6,MAC,"What the hell was that, dude? You’re blowing up my spot!"
1,6,,
1,6,DENNIS,"How was I blowing up your spot? You can’t just automatically claim her for yourself. Besides, that girl is way out of your league."
1,6,,
1,6,MAC,"Outta my league? She’s outta your league, bro. I could totally get that girl!"
1,6,,
1,6,DENNIS,"Please, Mac!"
1,6,,
1,6,SWEET DEE,Guys! C’mon this is really sad. I mean that poor old man died alone. The only family he had deserted him. Can we think about that for a second?
1,6,,
1,6,MAC,Why the hell would we want to think about that?
1,6,,
1,6,DENNIS,"It’s really depressing, Dee."
1,6,,
1,6,SWEET DEE,It reminds me of Pop-Pop.
1,6,,
1,6,DENNIS,"Pop-Pop is an asshole, Dee. And I’m placing bets that girl’s grandfather was an asshole, too. People don’t just abandon their parents for no reason."
1,6,,1111..
1,6,,
1,6,CHARLIE,Have you been to a nursing home? People abandon their parents all the time. It’s a sad throw-away culture we live in.
1,6,,"Charlie fires the hose, spraying down the booth."
1,6,,INT. CHARLIE’S APARTMENT - NEXT DAY - D/2
1,6,,Charlie answers his door to find Sweet Dee.
1,6,,
1,6,SWEET DEE,"Hey, Charlie."
1,6,,
1,6,CHARLIE,"Hey, Dee, what’s up?"
1,6,,
1,6,SWEET DEE,Can I come in?
1,6,,
1,6,CHARLIE,Sure.
1,6,,"They walk into the living room. The place looks like the hovel of a crack addict, serial killer."
1,6,,
1,6,SWEET DEE,Oh...the place looks...great.
1,6,,
1,6,CHARLIE,"Yeah, I’ve been rearranging some things. Would you like to sit?"
1,6,,He brushes some used tissues off the couch.
1,6,,
1,6,SWEET DEE,"Um...no, that’s okay. I wanted to ask you if you could do me a huge favor. I was wondering if you’d come with me to visit my grandfather. I already asked Dennis and he won’t come."
1,6,,
1,6,CHARLIE,Not a huge surprise.
1,6,,
1,6,SWEET DEE,I haven’t seen him since I was a little girl and he’s stuck in some nursing home somewhere. I just don’t wanna regret not seeing him after it’s too late.
1,6,,
1,6,CHARLIE,Why don’t you just go by yourself?
1,6,,1122..
1,6,,
1,6,SWEET DEE,"I have a bit of a problem with... the elderly. They remind me of my own mortality. Plus, they really freak me out. It’s their hands mostly, how they get that translucence, where you can see right through them to the veins."
1,6,,Charlie thinks.
1,6,,
1,6,CHARLIE,"Okay, I’ll tell you what. I’ll go, but you have to let me borrow your car anytime I want."
1,6,,
1,6,SWEET DEE,No.
1,6,,
1,6,CHARLIE,How about once a week?
1,6,,
1,6,SWEET DEE,No.
1,6,,
1,6,CHARLIE,How about just once?
1,6,,
1,6,SWEET DEE,Deal.
1,6,,
1,6,CHARLIE,AND! And you have to buy me lunch every Saturday for a month.
1,6,,
1,6,SWEET DEE,No.
1,6,,
1,6,CHARLIE,How about just today?
1,6,,
1,6,SWEET DEE,Deal.
1,6,,INT. PADDY’S - SAME TIME - D/2
1,6,,Dennis and Mac play darts.
1,6,,
1,6,MAC,I have game. I can get chicks.
1,6,,1133..
1,6,,
1,6,DENNIS,"Mac, seriously, don’t embarrass yourself. I will always win out in these circumstances."
1,6,,
1,6,MAC,You will not! She’s coming over here to talk to me.
1,6,,
1,6,DENNIS,Only because you were the one who answered the phone. We’ll see who winds up with her.
1,6,,
1,6,MAC,"I have a real shot with this chick, Dennis."
1,6,,
1,6,DENNIS,"You do not have a shot. You cannot beat me on this, Mac. You’re not quick enough on your toes. I will always one-up you because I’m just sharper than you."
1,6,,
1,6,MAC,You are not sharper!
1,6,,Rebecca enters.
1,6,,
1,6,MAC,Goddamnit!
1,6,,
1,6,REBECCA,"Hi, guys."
1,6,,
1,6,DENNIS,Hi.
1,6,,
1,6,MAC,Oh hey.
1,6,,
1,6,REBECCA,Is this a bad time?
1,6,,
1,6,MAC,"No, no, no. Not at all. We were actually just...talking...uh-"
1,6,,
1,6,DENNIS,About your grandfather. Emotions are running high around here.
1,6,,
1,6,REBECCA,You were?
1,6,,1144..
1,6,,
1,6,MAC,"Yeah, yeah. About your grandfather. It’s been a difficult couple of days for me."
1,6,,
1,6,REBECCA,I understand.
1,6,,
1,6,DENNIS,"I try not to think about “me” in times like this. More importantly, how are you?"
1,6,,He puts his hand on her shoulder. Mac smolders.
1,6,,INT. NURSING HOME - LATER - D/2
1,6,,"Charlie and Sweet Dee enter the nursing home lobby. It’s a sad scene, people walking around like zombies in bathrobes, drooling and waiting to die. Dee is in hell."
1,6,,
1,6,CHARLIE,"Jesus, you look like you’re gonna pass out."
1,6,,
1,6,SWEET DEE,"I don’t know if I can do this, Charlie. I’m serious."
1,6,,
1,6,CHARLIE,"Sweet Dee, the slow, painful crawl to death is an inevitable part of life. Embrace it."
1,6,,INT. NURSING HOME HALLWAY - MINUTES LATER - D/2
1,6,,Sweet Dee and Charlie walk down the hall.
1,6,,
1,6,SWEET DEE,This place is really creepy. What’s that smell?
1,6,,
1,6,CHARLIE,Urine and formaldehyde.
1,6,,They reach room 307.
1,6,,
1,6,CHARLIE,This is it.
1,6,,
1,6,SWEET DEE,Wait. I’m nervous. What if he’s like incontinent or something.
1,6,,1155..
1,6,,
1,6,CHARLIE,"I’m sure he’s fine, Dee. A lot of people lead really normal lives in nursing homes."
1,6,,INT. POP-POP’S ROOM - CONTINUOUS - D/2
1,6,,Sweet Dee and Charlie enter to find an unconscious POP- POP hooked up to every machine possible with an air mask over his face. He looks like he died two months ago.
1,6,,
1,6,SWEET DEE,Oh Jesus.
1,6,,
1,6,CHARLIE,"Dee, relax."
1,6,,
1,6,SWEET DEE,He doesn’t look like a real person.
1,6,,
1,6,CHARLIE,Should we wake him up?
1,6,,
1,6,SWEET DEE,I don’t know. No. Let’s just go. I wanna go.
1,6,,
1,6,CHARLIE,We came all the way down here. We can’t just-
1,6,,Pop-Pop wheezes and stirs. He coughs and gags on his phlegm. Dee panics as Pop-Pop wakes.
1,6,,
1,6,SWEET DEE,Uh... I’ll be right back. I need some air.
1,6,,She bolts from the room.
1,6,,
1,6,CHARLIE,"Wait, Dee, don’t leave me in here alo-"
1,6,,
1,6,POP-POP,Dennis.
1,6,,
1,6,CHARLIE,"Oh...uh, this is awkward. I’m not Den-"
1,6,,
1,6,POP-POP,"Dennis, come here. I’ve been waiting for this moment a long time."
1,6,,1166..
1,6,,
1,6,CHARLIE,You have?
1,6,,
1,6,POP-POP,My only grandson has finally come to see me. Come close. My eyesight’s not so good.
1,6,,Charlie doesn’t wanna break the old man’s heart. He hesitantly goes and sits down.
1,6,,
1,6,POP-POP,You’re a lot shorter than I thought you’d wind up.
1,6,,
1,6,CHARLIE,"Well, I’m still growing."
1,6,,
1,6,POP-POP,Do you want some candy?
1,6,,"He offers Charlie some of that disgusting, hard candy that old people have in bowls laying around their house."
1,6,,
1,6,CHARLIE,No thanks.
1,6,,
1,6,POP-POP,Eat the candy.
1,6,,
1,6,CHARLIE,Okay.
1,6,,"He pops some candy into his mouth. It, of course, tastes like peppermint flavored asshole."
1,6,,
1,6,POP-POP,"I knew your sister wouldn’t be able to handle this situation. When she was a little girl, she’d wet herself every time her grandmother touched her."
1,6,,
1,6,CHARLIE,"Oh, no, she’s okay. She’s just a litt-"
1,6,,
1,6,POP-POP,"I scared her out on purpose. I never really liked her, Dennis. It’s you I wanted to see. These people here, they’ve stolen everything from me."
1,6,,
1,6,CHARLIE,They have?
1,6,,1177..
1,6,,
1,6,POP-POP,"What do you expect from Jews, right Dennis?"
1,6,,
1,6,CHARLIE,Uh...maybe I should check on Dee.
1,6,,
1,6,POP-POP,"Leave her be, I’m sure she’s fine."
1,6,,THE BATHROOM - D/2 Sweet Dee scrubs furiously at her hands and arms. She splashes water on her face. When she lifts her head up: There’s a creepy OLD WOMAN in the mirror staring at her with dead eyes.
1,6,,CUT BACK TO:
1,6,,POP-POP’S ROOM - D/2
1,6,,
1,6,POP-POP,"I’m an old man, Dennis. And as you can see, I don’t have much time left. I’m in a lot of pain."
1,6,,Pop-Pop stares into Charlie’s eyes.
1,6,,
1,6,POP-POP,I need your help.
1,6,,
1,6,CHARLIE,Oh...I...I don’t feel comfortable about this at all. I don’t even...I mean I’m not even sure which one of these to unplug...I...
1,6,,
1,6,POP-POP,"No, you idiot. I don’t need you to kill me. I need you to help me."
1,6,,
1,6,CHARLIE,"Oh, okay."
1,6,,
1,6,POP-POP,"You probably don’t know this, because that bastard father of yours didn’t tell you, but I was a war hero."
1,6,,
1,6,CHARLIE,Really?
1,6,,1188..
1,6,,
1,6,POP-POP,"I was a highly decorated officer, and a fine soldier, who fought bravely for his country."
1,6,,
1,6,CHARLIE,Wow.
1,6,,
1,6,POP-POP,"I wanna be buried in my uniform, Dennis. And I don’t trust any of these kikes here to take care of that for me. All of the belongings from that part of my life are in a box at the Roxborough Storage facility. I need you to pick it up and bring it here."
1,6,,
1,6,CHARLIE,"Sure, no problem."
1,6,,
1,6,POP-POP,And I need you to keep it as a secret between you and me. Do you promise?
1,6,,
1,6,CHARLIE,"Yeah, okay."
1,6,CHARLIE,Pop-Pop?
1,6,,
1,6,POP-POP,Yeah?
1,6,,
1,6,CHARLIE,Can I spit out the candy?
1,6,,INT. PADDY’S - LATER - D/2
1,6,,"Mac, Dennis and Rebecca sit in a booth."
1,6,,
1,6,DENNIS,"...so, I stayed with him until the fever went down, just holding his hand and watching his favorite movies on TV."
1,6,,
1,6,REBECCA,And you let him sleep in your bed?
1,6,,
1,6,DENNIS,I was happy with the floor.
1,6,,
1,6,REBECCA,That’s amazing.
1,6,,1199..
1,6,,Dennis smiles at Mac.
1,6,,
1,6,DENNIS,That’s what friends are for.
1,6,,
1,6,REBECCA,"Wow. So, listen, the reason I stopped by was to ask you guys a favor."
